,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
15,2021-08-23,sh.600276,2441.3297886000,2474.7023304000,2336.0779260000,2422.3331109600,2488.0513471200,134200961,6276592761.4900,1,2.107600,1,-2.641400,47.652365,9.206239,10.154774,121.701240,0
16,2021-08-24,sh.600276,2408.4706705200,2472.6486355200,2366.8833492000,2423.3599584000,2422.3331109600,97395100,4578425409.8400,1,1.529600,1,0.042400,47.672566,9.210142,10.159079,121.752830,0
17,2021-08-25,sh.600276,2423.8733821200,2470.0815169200,2398.2021961200,2434.1418565200,2423.3599584000,63107053,2990920446.7300,1,0.991100,1,0.444900,47.884668,9.251119,10.204278,122.294527,0
18,2021-08-26,sh.600276,2413.6049077200,2418.2257212000,2323.2423330000,2326.3228753200,2434.1418565200,80436521,3686107651.7600,1,1.263200,1,-4.429400,45.763643,8.841346,9.752285,116.877558,0
19,2021-08-27,sh.600276,2336.0779260000,2407.9572468000,2335.5645022800,2364.3162306000,2326.3228753200,53830432,2486358727.3000,1,0.845400,1,1.633200,46.511052,8.985742,9.911559,118.786395,0
20,2021-08-30,sh.600276,2352.5074850400,2376.1249761600,2323.7557567200,2341.2121632000,2364.3162306000,44456861,2025406946.6100,1,0.698200,1,-0.977200,46.056546,8.897934,9.814703,117.625616,0
21,2021-08-31,sh.600276,2333.5108074000,2368.9370440800,2276.0073507600,2320.6752144000,2341.2121632000,49574185,2237371941.2500,1,0.778500,1,-0.877200,45.652542,8.819882,9.728610,116.593812,0
0,2021-08-02,sh.600299,25.2800440000,26.4558600000,25.2800440000,26.1031152000,25.2330113600,5382802,59314150.7700,1,0.200700,1,3.448300,20.548700,2.151005,2.480056,-23.378630,0
1,2021-08-03,sh.600299,26.4323436800,26.4323436800,25.8914683200,25.9855336000,26.1031152000,2988244,33116755.6600,1,0.111400,1,-0.450500,20.456139,2.141316,2.468885,-23.273321,0
2,2021-08-04,sh.600299,25.9149846400,25.9855336000,25.5387235200,25.6798214400,25.9855336000,3792868,41481648.5100,1,0.141400,1,-1.176500,20.215478,2.116124,2.439839,-22.999517,0
3,2021-08-05,sh.600299,25.5857561600,25.9385009600,25.5387235200,25.6092724800,25.6798214400,2974362,32494088.6100,1,0.110900,1,-0.274700,20.159941,2.110311,2.433136,-22.936331,0
4,2021-08-06,sh.600299,25.6092724800,25.7503704000,25.3505929600,25.6092724800,25.6092724800,2558106,27768251.9300,1,0.095400,1,0.000000,20.159941,2.110311,2.433136,-22.936331,0
5,2021-08-09,sh.600299,25.5387235200,26.2912457600,25.4446582400,25.9855336000,25.6092724800,5317383,58730163.0500,1,0.198300,1,1.469200,20.456139,2.141316,2.468885,-23.273321,0
6,2021-08-10,sh.600299,26.0090499200,26.2442131200,25.7503704000,26.1736641600,25.9855336000,3832153,42396489.6800,1,0.142900,1,0.724000,20.604237,2.156819,2.486759,-23.441815,0
7,2021-08-11,sh.600299,26.4323436800,26.4323436800,25.9385009600,26.0560825600,26.1736641600,3524487,39047257.7800,1,0.131400,1,-0.449200,20.511676,2.147130,2.475588,-23.336506,0
8,2021-08-12,sh.600299,26.0090499200,26.5028926400,25.9620172800,26.3382784000,26.0560825600,3596661,40207125.9600,1,0.134100,1,1.083000,20.733824,2.170384,2.502399,-23.589248,0
9,2021-08-13,sh.600299,26.3382784000,26.8556374400,26.1971804800,26.6675068800,26.3382784000,3421448,38707933.1700,1,0.127600,1,1.250000,20.992997,2.197513,2.533679,-23.884114,0
10,2021-08-16,sh.600299,26.8086048000,27.1378332800,26.5264089600,26.6204742400,26.6675068800,3872591,44028727.6400,1,0.144400,1,-0.176400,20.955972,2.193638,2.529211,-23.841990,0
11,2021-08-17,sh.600299,26.7850884800,26.7850884800,25.8914683200,25.9385009600,26.6204742400,4583130,51067774.9600,1,0.170900,1,-2.561800,20.419114,2.137440,2.464416,-23.231197,0
12,2021-08-18,sh.600299,25.7503704000,26.0325662400,25.6327888000,26.0325662400,25.9385009600,2237281,24623887.1000,1,0.083400,1,0.362600,20.493163,2.145192,2.473354,-23.315444,0
13,2021-08-19,sh.600299,25.9855336000,25.9855336000,25.5622398400,25.5857561600,26.0325662400,3719177,40683269.4100,1,0.138700,1,-1.716400,20.141429,2.108373,2.430902,-22.915270,0
14,2021-08-20,sh.600299,26.0325662400,26.1266315200,25.4916908800,25.8679520000,25.5857561600,3021091,33023064.2700,1,0.112600,1,1.102900,20.363577,2.131627,2.457714,-23.168012,0
15,2021-08-23,sh.600299,25.7033377600,26.2677294400,25.7033377600,26.1971804800,25.8679520000,3568429,39622424.2500,1,0.133100,1,1.272700,20.622750,2.158757,2.488994,-23.462877,0
16,2021-08-24,sh.600299,26.7380558400,27.2083822400,26.3853110400,26.7850884800,26.1971804800,9898020,112803609.3400,1,0.369100,1,2.244200,21.085558,2.207203,2.544851,-23.989423,0
17,2021-08-25,sh.600299,26.7145395200,26.7145395200,26.3853110400,26.4793763200,26.7850884800,4769933,53765425.5800,1,0.177900,1,-1.141400,20.844898,2.182011,2.515805,-23.715619,0
18,2021-08-26,sh.600299,26.5264089600,26.6204742400,26.1031152000,26.1266315200,26.4793763200,4112831,45925366.2700,1,0.153400,1,-1.332100,20.567213,2.152943,2.482291,-23.399692,0
19,2021-08-27,sh.600299,26.1736641600,26.4558600000,26.0560825600,26.3382784000,26.1266315200,3369800,37620331.0000,1,0.125600,1,0.810100,20.733824,2.170384,2.502399,-23.589248,0
20,2021-08-30,sh.600299,26.3382784000,26.9967353600,26.2912457600,26.5969579200,26.3382784000,4970296,56386433.4300,1,0.185300,1,0.982100,20.937460,2.191700,2.526976,-23.820928,0
21,2021-08-31,sh.600299,26.5969579200,26.8791537600,26.5969579200,26.8321211200,26.5969579200,4226594,48093996.5100,1,0.157600,1,0.884200,21.122583,2.211078,2.549319,-24.031547,0
0,2021-08-02,sh.600309,3743.3199000800,3996.0138905000,3731.0499819100,3979.1013005900,3771.1759305200,31990003,3759386417.3600,1,2.246900,1,5.513500,18.167852,6.516612,3.419195,25.888870,0
1,2021-08-03,sh.600309,3996.0138905000,4025.1963985800,3870.9933729300,3999.3300846000,3979.1013005900,22212054,2651090521.6300,1,1.560100,1,0.508400,18.260213,6.549741,3.436578,26.020482,0
2,2021-08-04,sh.600309,3946.6025984100,3998.9984651900,3879.2838581800,3951.9085089700,3999.3300846000,17446583,2066613283.3700,1,1.225400,1,-1.185700,18.043695,6.472078,3.395829,25.711948,0
3,2021-08-05,sh.600309,3924.7157173500,3924.7157173500,3791.0730951200,3838.4946707500,3951.9085089700,21517231,2496831486.9100,1,1.511300,1,-2.869800,17.525868,6.286339,3.298374,24.974053,0
4,2021-08-06,sh.600309,3863.0345070900,3863.0345070900,3705.1836679300,3730.7183625000,3838.4946707500,22940572,2585373330.9600,1,1.611300,1,-2.807800,17.033781,6.109833,3.205763,24.272838,0
5,2021-08-09,sh.600309,3743.3199000800,3829.8725660900,3697.5564215000,3791.0730951200,3730.7183625000,20160378,2291843969.7400,1,1.416000,1,1.617800,17.309350,6.208676,3.257625,24.665519,0
6,2021-08-10,sh.600309,3747.6309524100,3793.7260504000,3703.5255708800,3773.1656469800,3791.0730951200,18231171,2056378504.5900,1,1.280500,1,-0.472400,17.227588,6.179349,3.242237,24.549009,0
7,2021-08-11,sh.600309,3780.7928934100,3846.4535365900,3720.7697802000,3734.0345566000,3773.1656469800,15870563,1801107551.4400,1,1.114700,1,-1.037100,17.048922,6.115264,3.208612,24.294414,0
8,2021-08-12,sh.600309,3743.9831389000,3753.9317212000,3626.2582483500,3650.4664652800,3734.0345566000,23396399,2584966069.3700,1,1.643300,1,-2.238000,16.667365,5.978403,3.136803,23.750702,0
9,2021-08-13,sh.600309,3667.7106746000,3813.6232150000,3650.4664652800,3763.8803035000,3650.4664652800,26438725,2994860360.2200,1,1.857000,1,3.106800,17.185192,6.164142,3.234259,24.488597,0
10,2021-08-16,sh.600309,3802.6797744700,3862.0396488600,3721.4330190200,3800.3584386000,3763.8803035000,29085402,3341219666.5100,1,2.042900,1,0.969200,17.351745,6.223883,3.265604,24.725931,0
11,2021-08-17,sh.600309,3806.3275879800,3838.1630513400,3667.7106746000,3681.3070704100,3800.3584386000,20988028,2373824624.2000,1,1.474100,1,-3.132600,16.808178,6.028911,3.163304,23.951358,0
12,2021-08-18,sh.600309,3684.2916451000,3707.1733843900,3594.4227849900,3636.2068306500,3681.3070704100,14575163,1597483542.4400,1,1.023700,1,-1.225100,16.602259,5.955050,3.124550,23.657926,0
13,2021-08-19,sh.600309,3615.6464272300,3615.6464272300,3506.8752607500,3547.6644481800,3636.2068306500,26459911,2820304336.4400,1,1.858500,1,-2.435000,16.197990,5.810044,3.048467,23.081851,0
14,2021-08-20,sh.600309,3547.6644481800,3574.1940009800,3372.5693997000,3477.3611332600,3547.6644481800,27795531,2901920990.4600,1,1.952300,1,-1.981700,15.876998,5.694907,2.988056,22.624443,0
15,2021-08-23,sh.600309,3477.3611332600,3545.3431123100,3451.1631998700,3518.4819401000,3477.3611332600,17626738,1862672555.8200,1,1.238000,1,1.182500,16.064748,5.762251,3.023391,22.891983,0
16,2021-08-24,sh.600309,3519.1451789200,3570.8778068800,3493.6104843500,3547.6644481800,3518.4819401000,19008229,2027344114.6800,1,1.335100,1,0.829400,16.197990,5.810044,3.048467,23.081851,0
17,2021-08-25,sh.600309,3571.5410457000,3571.5410457000,3463.7647374500,3518.8135595100,3547.6644481800,20457024,2169381047.5100,1,1.436800,1,-0.813200,16.066262,5.762794,3.023676,22.894141,0
18,2021-08-26,sh.600309,3524.4510894800,3607.6875613900,3465.4228345000,3534.3996717800,3518.8135595100,20155133,2148669641.0900,1,1.415600,1,0.442900,16.137426,5.788320,3.037069,22.995547,0
19,2021-08-27,sh.600309,3515.1657460000,3526.4408059400,3452.1580581000,3472.0552227000,3534.3996717800,20167849,2110554328.0100,1,1.416500,1,-1.763900,15.852772,5.686218,2.983497,22.589921,0
20,2021-08-30,sh.600309,3485.6516185100,3593.7595461700,3484.6567602800,3543.6850152600,3472.0552227000,20955990,2237203728.7700,1,1.471900,1,2.063000,16.179821,5.803526,3.045047,23.055960,0
21,2021-08-31,sh.600309,3596.0808820400,3613.9883301800,3477.0295138500,3538.3791047000,3543.6850152600,19736671,2096143306.3700,1,1.386200,1,-0.149700,16.155595,5.794837,3.040488,23.021438,0
0,2021-08-02,sh.600332,35.4813756500,36.9622344000,34.7705634500,36.4765127300,35.5406100000,15966778,485085169.3700,1,1.135700,1,2.633300,14.903561,1.802649,0.773277,13.460292,0
1,2021-08-03,sh.600332,36.3461971600,37.2939467600,36.0737191500,36.7726844800,36.4765127300,14433484,447554610.6900,1,1.026600,1,0.812000,15.024571,1.817286,0.779555,13.569583,0
2,2021-08-04,sh.600332,36.8556125700,37.0214687500,36.1566472400,36.7252970000,36.7726844800,10787051,333365004.4800,1,0.767300,1,-0.128900,15.005209,1.814944,0.778551,13.552096,0
3,2021-08-05,sh.600332,36.7252970000,37.9099840000,36.4883596000,36.5475939500,36.7252970000,13524998,423085850.5200,1,0.962000,1,-0.483900,14.932603,1.806162,0.774784,13.486522,0
4,2021-08-06,sh.600332,36.2869628100,36.2869628100,35.3036726000,35.6353849600,36.5475939500,12692214,381816356.5900,1,0.902800,1,-2.495900,14.559893,1.761081,0.755445,13.149905,0
5,2021-08-09,sh.600332,35.5169162600,36.8437657000,35.2799788600,36.4409721200,35.6353849600,11970313,366258840.5400,1,0.851400,1,2.260600,14.889040,1.800893,0.772523,13.447177,0
6,2021-08-10,sh.600332,36.4172783800,36.5712876900,35.9434035800,36.4883596000,36.4409721200,9249276,282982628.0000,1,0.657900,1,0.130000,14.908401,1.803235,0.773528,13.464663,0
7,2021-08-11,sh.600332,36.2040347200,36.6897563900,36.0381785400,36.0500254100,36.4883596000,8941221,273844159.2100,1,0.636000,1,-1.201300,14.729307,1.781573,0.764235,13.302913,0
8,2021-08-12,sh.600332,35.9789441900,36.3106565500,35.7775474000,35.9434035800,36.0500254100,8139500,247396654.8600,1,0.579000,1,-0.295800,14.685743,1.776303,0.761975,13.263568,0
9,2021-08-13,sh.600332,36.0737191500,36.6897563900,35.8130880100,36.0500254100,35.9434035800,10051787,306887720.5300,1,0.715000,1,0.296600,14.729307,1.781573,0.764235,13.302913,0
10,2021-08-16,sh.600332,35.9789441900,37.1754780600,35.8130880100,36.8556125700,36.0500254100,14081994,436665329.4700,1,1.001600,1,2.234600,15.058454,1.821384,0.781313,13.600184,0
11,2021-08-17,sh.600332,36.8319188300,36.8319188300,35.7301599200,35.8960161000,36.8556125700,11863704,363135199.4000,1,0.843900,1,-2.603700,14.666382,1.773961,0.760971,13.246081,0
12,2021-08-18,sh.600332,35.9197098400,36.6897563900,35.7775474000,36.6423689100,35.8960161000,9567908,292641552.4000,1,0.680600,1,2.079200,14.971326,1.810846,0.776793,13.521495,0
13,2021-08-19,sh.600332,37.4361092000,37.8389027800,36.4172783800,36.4765127300,36.6423689100,17789137,555582390.4900,1,1.265300,1,-0.452600,13.701950,1.802694,0.743445,13.778945,0
14,2021-08-20,sh.600332,35.8367817500,35.8604754900,35.3155194700,35.5406100000,36.4765127300,13157810,394767198.5100,1,0.935900,1,-2.565800,13.350390,1.756441,0.724370,13.425409,0
15,2021-08-23,sh.600332,35.3629069500,35.6590787000,34.9719602400,35.4695287800,35.5406100000,11146306,332541831.4700,1,0.792800,1,-0.200000,13.323689,1.752928,0.722921,13.398558,0
16,2021-08-24,sh.600332,35.4695287800,35.7775474000,35.3629069500,35.7183130500,35.4695287800,9304959,279685422.3300,1,0.661900,1,0.701400,13.417142,1.765223,0.727992,13.492536,0
17,2021-08-25,sh.600332,35.6590787000,36.6660626500,35.3629069500,36.4172783800,35.7183130500,12586005,384734297.4900,1,0.895200,1,1.956900,13.679700,1.799766,0.742238,13.756569,0
18,2021-08-26,sh.600332,36.3106565500,36.3698909000,35.6116912200,35.6946193100,36.4172783800,9109895,276011251.2900,1,0.648000,1,-1.984400,13.408242,1.764052,0.727509,13.483586,0
19,2021-08-27,sh.600332,35.5998443500,35.8249348800,35.0667352000,35.2088976400,35.6946193100,10108838,302106230.3600,1,0.719000,1,-1.360800,13.225786,1.740047,0.717609,13.300105,0
20,2021-08-30,sh.600332,35.1852039000,35.2918257300,34.7350228400,34.7587165800,35.2088976400,8906147,262526659.1200,1,0.633500,1,-1.278600,13.056681,1.717799,0.708434,13.130050,0
21,2021-08-31,sh.600332,34.7468697100,35.0667352000,34.2611480400,34.9008790200,34.7587165800,10608354,310218264.7100,1,0.754600,1,0.409000,13.110083,1.724825,0.711331,13.183752,0
0,2021-08-02,sh.600340,79.2699654400,81.3362441600,77.5793737600,80.5848700800,81.3362441600,42933021,182510656.8700,1,1.102700,1,-0.923800,-5.783509,0.402230,0.187305,-0.590329,0
1,2021-08-03,sh.600340,80.2091830400,81.8997747200,79.8334960000,80.0213395200,80.5848700800,31474092,135189037.1400,1,0.808400,1,-0.699300,-5.743065,0.399418,0.185995,-0.586201,0
2,2021-08-04,sh.600340,79.8334960000,80.3970265600,78.5185913600,78.7064348800,80.0213395200,31004665,130894674.1500,1,0.796300,1,-1.643200,-5.648695,0.392854,0.182939,-0.576569,0
3,2021-08-05,sh.600340,78.7064348800,82.2754617600,78.5185913600,79.0821219200,78.7064348800,49363950,211188219.8000,1,1.267900,1,0.477300,-5.675658,0.394730,0.183812,-0.579321,0
4,2021-08-06,sh.600340,78.7064348800,78.8942784000,77.0158432000,77.7672172800,79.0821219200,34752708,143624789.5400,1,0.892600,1,-1.662700,-5.581288,0.388166,0.180756,-0.569688,0
5,2021-08-09,sh.600340,77.5793737600,80.5848700800,77.2036867200,79.2699654400,77.7672172800,42137216,178059840.7100,1,1.082300,1,1.932400,-5.689139,0.395667,0.184249,-0.580697,0
6,2021-08-10,sh.600340,79.2699654400,81.3362441600,78.7064348800,80.9605571200,79.2699654400,36551817,156045219.1400,1,0.938800,1,2.132700,-5.810472,0.404106,0.188178,-0.593081,0
7,2021-08-11,sh.600340,81.3362441600,84.3417404800,81.3362441600,81.7119312000,80.9605571200,56373251,248010366.2700,1,1.447900,1,0.928100,-5.864397,0.407856,0.189925,-0.598585,0
8,2021-08-12,sh.600340,81.1484006400,81.7119312000,80.2091830400,80.7727136000,81.7119312000,36198598,155720617.4200,1,0.929800,1,-1.149400,-5.796990,0.403168,0.187742,-0.591705,0
9,2021-08-13,sh.600340,80.9605571200,81.3362441600,79.8334960000,80.0213395200,80.7727136000,23683294,101433657.2000,1,0.608300,1,-0.930200,-5.743065,0.399418,0.185995,-0.586201,0
10,2021-08-16,sh.600340,79.4578089600,81.5240876800,78.8942784000,80.2091830400,80.0213395200,31774244,136157243.6600,1,0.816100,1,0.234700,-5.756546,0.400355,0.186432,-0.587577,0
11,2021-08-17,sh.600340,80.0213395200,82.2754617600,79.0821219200,79.4578089600,80.2091830400,43124130,185337658.6800,1,1.107600,1,-0.936800,-5.702621,0.396605,0.184686,-0.582073,0
12,2021-08-18,sh.600340,79.4578089600,80.2091830400,77.9550608000,80.2091830400,79.4578089600,34597920,145660794.9000,1,0.888600,1,0.945600,-5.756546,0.400355,0.186432,-0.587577,0
13,2021-08-19,sh.600340,79.6456524800,80.0213395200,77.9550608000,78.1429043200,80.2091830400,35995075,150716126.5100,1,0.924500,1,-2.576100,-5.608251,0.390042,0.181629,-0.572440,0
14,2021-08-20,sh.600340,77.9550608000,78.3307478400,75.7009385600,76.6401561600,78.1429043200,38266523,156359736.4800,1,0.982900,1,-1.923100,-5.500400,0.382541,0.178136,-0.561432,0
15,2021-08-23,sh.600340,76.0766256000,77.0158432000,73.8225033600,74.3860339200,76.6401561600,70315038,281432832.6600,1,1.806000,1,-2.941200,-5.338624,0.371290,0.172897,-0.544919,0
16,2021-08-24,sh.600340,74.1981904000,74.5738774400,71.7562246400,72.3197552000,74.3860339200,62821478,243351849.7700,1,1.613600,1,-2.777800,-5.190328,0.360976,0.168094,-0.529783,0
17,2021-08-25,sh.600340,72.3197552000,73.0711292800,71.3805376000,72.3197552000,72.3197552000,35815802,137929129.9700,1,0.919900,1,0.000000,-5.190328,0.360976,0.168094,-0.529783,0
18,2021-08-26,sh.600340,71.9440681600,72.8832857600,71.1926940800,71.1926940800,72.3197552000,38117548,145799540.2600,1,0.979000,1,-1.558400,-5.109440,0.355350,0.165475,-0.521526,0
19,2021-08-27,sh.600340,69.5021024000,76.0766256000,68.3750412800,75.3252515200,71.1926940800,107532449,412651322.0500,1,2.761900,1,5.804700,-1.321402,0.442141,0.184843,-0.576028,0
20,2021-08-30,sh.600340,73.6346598400,73.8225033600,71.0048505600,71.0048505600,75.3252515200,60202277,230569699.4200,1,1.546300,1,-5.735700,-1.245610,0.416782,0.174241,-0.542989,0
21,2021-08-31,sh.600340,70.6291635200,72.1319116800,70.0656329600,71.1926940800,71.0048505600,36007301,136258695.8700,1,0.924800,1,0.264600,-1.248906,0.417884,0.174702,-0.544426,0
0,2021-08-02,sh.600346,217.9322772900,237.4185138000,215.6178200800,237.4185138000,217.9322772900,86062868,2650202359.7200,1,1.222600,1,8.941400,14.507481,4.382314,1.273021,-38.415658,0
1,2021-08-03,sh.600346,231.8190205500,249.5134192200,230.7737818100,243.0180070500,237.4185138000,84538114,2724919540.7500,1,1.201000,1,2.358500,14.849638,4.485671,1.303045,-39.321688,0
2,2021-08-04,sh.600346,239.6583111000,245.7057638100,235.9253156000,243.3913066000,243.0180070500,59028459,1903852191.8000,1,0.838600,1,0.153600,14.872449,4.492561,1.305047,-39.382090,0
3,2021-08-05,sh.600346,239.8822908300,240.0316106500,226.2941872100,227.5634056800,243.3913066000,97912927,3032796153.8600,1,1.391000,1,-6.503100,13.905283,4.200407,1.220179,-36.821046,0
4,2021-08-06,sh.600346,227.5634056800,233.3122187500,219.3508155800,232.5656196500,227.5634056800,69350114,2083161412.0500,1,0.985200,1,2.198200,14.210944,4.292739,1.247000,-37.630432,0
5,2021-08-09,sh.600346,228.3100047800,240.8528696600,226.8168065800,232.7149394700,232.5656196500,64516161,2037108322.4700,1,0.916500,1,0.064200,14.220068,4.295495,1.247801,-37.654593,0
6,2021-08-10,sh.600346,229.2059237000,232.4162998300,227.0407863100,231.8190205500,232.7149394700,36790670,1131611600.8600,1,0.522700,1,-0.385000,14.165323,4.278958,1.242997,-37.509628,0
7,2021-08-11,sh.600346,231.4457210000,234.8800768600,222.8598313500,225.6969079300,231.8190205500,59853424,1823195214.0800,1,0.850300,1,-2.640900,13.791231,4.165955,1.210171,-36.519036,0
8,2021-08-12,sh.600346,223.4571106300,227.7127255000,221.5159529700,224.0543899100,225.6969079300,35482024,1067135922.0100,1,0.504100,1,-0.727800,13.690865,4.135637,1.201364,-36.253267,0
9,2021-08-13,sh.600346,224.1290498200,234.8054169500,224.1290498200,231.0724214500,224.0543899100,57937884,1791921907.0100,1,0.823100,1,3.132300,14.119702,4.265177,1.238994,-37.388824,0
10,2021-08-16,sh.600346,230.6991219000,239.9569507400,229.0566038800,234.1334777600,231.0724214500,46505478,1460097735.6800,1,0.660700,1,1.324700,14.306748,4.321678,1.255407,-37.884121,0
11,2021-08-17,sh.600346,234.4321174000,236.2986151500,228.3100047800,228.4593246000,234.1334777600,51486068,1598267631.9600,1,0.731400,1,-2.423500,12.985756,4.296068,1.136118,-122.920787,0
12,2021-08-18,sh.600346,227.9367052300,234.4321174000,226.2195273000,231.0724214500,228.4593246000,37828543,1166505348.9300,1,0.537400,1,1.143800,13.134286,4.345206,1.149112,-124.326744,0
13,2021-08-19,sh.600346,227.7127255000,229.2805836100,212.9300633200,214.1992817900,231.0724214500,77461726,2258486332.7800,1,1.100400,1,-7.302100,12.175207,4.027914,1.065203,-115.248281,0
14,2021-08-20,sh.600346,210.7649259300,210.7649259300,201.5817570000,205.0907727700,214.1992817900,66737737,1831706249.5700,1,0.948100,1,-4.252400,11.657474,3.856633,1.019907,-110.347517,0
15,2021-08-23,sh.600346,205.3147525000,208.5251286300,201.6564169100,207.4052299800,205.0907727700,38726022,1067898936.2800,1,0.550200,1,1.128500,11.789029,3.900155,1.031417,-111.592793,0
16,2021-08-24,sh.600346,209.7196871900,211.1382254800,205.9120317800,208.7491083600,207.4052299800,39331431,1097771039.8100,1,0.558800,1,0.647900,11.865416,3.925426,1.038100,-112.315857,0
17,2021-08-25,sh.600346,208.7491083600,208.8984281800,201.8057367300,203.3735948400,208.7491083600,48731876,1327326618.2300,1,0.692300,1,-2.575100,11.559869,3.824343,1.011367,-109.423603,0
18,2021-08-26,sh.600346,202.5523358300,206.9572705200,199.7152592500,202.0297164600,203.3735948400,37234693,1014548399.4800,1,0.529000,1,-0.660800,11.483482,3.799072,1.004684,-108.700539,0
19,2021-08-27,sh.600346,201.5817570000,203.2242750200,198.9686601500,202.2536961900,202.0297164600,29813138,803631652.9400,1,0.423500,1,0.110900,11.496213,3.803283,1.005798,-108.821050,0
20,2021-08-30,sh.600346,203.5229146600,209.7196871900,198.2220610500,201.4324371800,202.2536961900,50448638,1376990324.5200,1,0.716700,1,-0.406100,11.449532,3.787840,1.001714,-108.379178,0
21,2021-08-31,sh.600346,199.6405993400,200.0885588000,194.1157660000,195.6089642000,201.4324371800,48724151,1278097269.2200,1,0.692200,1,-2.891000,11.118523,3.678332,0.972754,-105.245903,0
0,2021-08-02,sh.600352,164.8751682400,170.0232836000,164.4687380800,168.8039931200,166.0944587200,27685182,342357076.2500,1,0.851000,1,1.631300,9.961794,1.408644,2.601880,97.436738,0
1,2021-08-03,sh.600352,167.9911328000,169.8878068800,167.3137492000,168.6685164000,168.8039931200,19616102,244326600.4300,1,0.603000,1,-0.080300,9.953799,1.407513,2.599792,97.358538,0
2,2021-08-04,sh.600352,169.3459000000,169.4813767200,167.7201793600,168.1266095200,168.6685164000,21946761,272680368.1000,1,0.674600,1,-0.321300,9.921819,1.402991,2.591439,97.045740,0
3,2021-08-05,sh.600352,168.1266095200,168.1266095200,165.0106449600,165.5525518400,168.1266095200,24087297,295477654.6800,1,0.740400,1,-1.531000,9.769914,1.381511,2.551764,95.559947,0
4,2021-08-06,sh.600352,165.5525518400,168.1266095200,165.4170751200,167.1782724800,165.5525518400,16418414,202140403.7400,1,0.504700,1,0.982000,9.865854,1.395077,2.576822,96.498342,0
5,2021-08-09,sh.600352,167.3137492000,170.4297137600,166.5008888800,170.0232836000,167.1782724800,29971643,374220197.8100,1,0.921300,1,1.701800,10.033750,1.418819,2.620674,98.140535,0
6,2021-08-10,sh.600352,169.3459000000,171.3780508000,168.3975629600,170.7006672000,170.0232836000,26728268,335567359.7300,1,0.821600,1,0.398400,10.073725,1.424471,2.631115,98.531533,0
7,2021-08-11,sh.600352,170.7006672000,173.8166317600,170.4297137600,172.0554344000,170.7006672000,31969154,405990299.8400,1,0.982700,1,0.793700,10.153675,1.435777,2.651997,99.313529,0
8,2021-08-12,sh.600352,171.7844809600,178.0164100800,170.9716206400,177.4745032000,172.0554344000,55074617,712253433.9400,1,1.692900,1,3.149600,10.473476,1.480998,2.735524,102.441514,0
9,2021-08-13,sh.600352,176.2552127200,180.0485608800,173.9521084800,178.4228402400,177.4745032000,53437415,698257109.0400,1,1.642500,1,0.534400,10.529441,1.488912,2.750141,102.988912,0
10,2021-08-16,sh.600352,181.9452349600,187.3643037600,181.9452349600,183.0290487200,178.4228402400,95653831,1304976853.2000,1,2.940200,1,2.581600,9.918663,1.480195,2.676174,7.335620,0
11,2021-08-17,sh.600352,181.8097582400,184.5192926400,176.1197360000,176.3906894400,183.0290487200,75164767,996943690.6400,1,2.310400,1,-3.626900,9.558918,1.426509,2.579110,7.069561,0
12,2021-08-18,sh.600352,176.1197360000,179.9130841600,175.7133058400,177.8809333600,176.3906894400,41625482,545584165.8500,1,1.279500,1,0.844900,9.639677,1.438561,2.600900,7.129289,0
13,2021-08-19,sh.600352,177.3390264800,177.3390264800,173.4102016000,174.2230619200,177.8809333600,46683699,602521552.8200,1,1.435000,1,-2.056400,9.441451,1.408979,2.547416,6.982685,0
14,2021-08-20,sh.600352,173.5456783200,175.0359222400,171.7844809600,173.4102016000,174.2230619200,32426711,414127470.1900,1,0.996700,1,-0.466600,9.397401,1.402405,2.535531,6.950106,0
15,2021-08-23,sh.600352,173.6811550400,175.4423524000,172.7328180000,175.0359222400,173.4102016000,37422148,481112514.9200,1,1.150300,1,0.937500,9.485501,1.415553,2.559301,7.015263,0
16,2021-08-24,sh.600352,174.2230619200,175.4423524000,173.1392481600,173.2747248800,175.0359222400,36737328,471919080.8700,1,1.129200,1,-1.006200,9.390059,1.401310,2.533550,6.944676,0
17,2021-08-25,sh.600352,173.9521084800,175.5778291200,172.8682947200,175.4423524000,173.2747248800,39043515,502475840.0700,1,1.200100,1,1.251000,9.507526,1.418840,2.565244,7.031553,0
18,2021-08-26,sh.600352,176.7971196000,184.9257228000,176.3906894400,182.7580952800,175.4423524000,113373099,1515898530.0800,1,3.484800,1,4.169900,9.903979,1.478004,2.672212,7.324760,0
19,2021-08-27,sh.600352,182.8935720000,182.8935720000,179.6421307200,181.5388048000,182.7580952800,53262304,711582820.3800,1,1.637200,1,-0.667200,9.837904,1.468143,2.654384,7.275892,0
20,2021-08-30,sh.600352,182.0807116800,185.0611995200,178.9647471200,180.4549910400,181.5388048000,73032317,981370667.5600,1,2.244800,1,-0.597000,9.779170,1.459378,2.638537,7.232454,0
21,2021-08-31,sh.600352,180.1840376000,184.3838159200,178.2873635200,183.3000021600,180.4549910400,66361287,892394037.9000,1,2.039800,1,1.576600,9.933346,1.482386,2.680135,7.346479,0
